name	moaStr	exp	mut	swa	exp_mut	exp_swa	mut_swa	exp_mut_swa
Pipobroman (NSC25154)	A7,AlkAg	0.689113407836508	0.564208209731815	0.039926372298463	0.652089081236481	0.630759206916214	0.0577704739285804	0.621449923150737
geldanamycin analog (NSC255109)	HSP90	0.380105373224074	0.596553989793534	0.0390913556243027	0.400607613916975	0.0731439285452477	0.0700441473397051	0.0672315369845598
Idarubicin (NSC256439)	T2	0.439372359326062	0.468131053070038	0.0579210966170524	0.419083086715732	0.327691564157515	0.247130149414794	0.340074813766576
Epirubicin (NSC256942)	T2	0.200803690076473	0.308606471103712	0.367048263302136	0.0728696422451255	0.139375496466416	0.357476114757681	0.268161920310971
Cyclophosphamide (NSC26271)	A7,AlkAg	0.130768954155683	0.390220516210519	0.687442866919782	0.36265094212973	0.224497990385575	0.70467984014722	0.153029776704873
Elliptinium Acetate (NSC264137)	NA	0.460688654538977	0.244239473406845	0.392726828532365	0.542085053507086	0.556597359829754	0.304591572308086	0.574534581445654
Oxaliplatin (NSC266046)	A7	0.234197987910166	0.542024452897097	0.342767036136472	0.278355571208703	0.117856789007143	0.109456092074936	0.154279525560919
Mitomycin (NSC26980)	A2	0.475745457274681	0.341546594994038	0.488501963048609	0.435342300908263	0.600705514525685	0.571267934610896	0.614276799789407
Floxuridine (NSC27640)	Ds	0.0238199700942423	0.469841177133857	0.0944788511000214	0.0486158266683715	0.0463524662500423	0.0259483416578482	0.0671502342013957
Mitoxantrone (NSC279836)	T2	0.440169335268556	NA	0.0356403075173653	0.430956435721953	0.4164448749067	0.0375199642334906	0.423057410260831
Triciribine phosphate (NSC280594)	STK	0.175330851701706	0.193161166979751	0.643168192576862	0.188617268448426	0.180623140349453	0.603750541613214	0.194603236169015
BEN (NSC281612)	A7	0.27997996419095	0.655265439679476	0.342182605053919	0.33233231199615	0.724524088543164	0.54493794649398	0.620709898762344
Cytarabine (NSC287459)	Ds	0.540883208501328	0.0582755961492719	0.189787837227856	0.526724713017536	0.464080208509451	0.0947888512651234	0.3758063207048
Mitoxantrone (NSC301739)	T2	0.264952056344872	0.722185614315376	0.440093801697003	0.194021114001733	0.361142192267386	0.497106294644515	0.390398164358054
Actinomycin D (NSC3053)	Db	0.144838968308481	0.46739953020087	0.0831086339108533	0.162140994450214	0.280933514115402	0.0011342158332581	0.196214484018383
Chlorambucil (NSC3088)	A7,AlkAg	0.844331087754859	0.353003201449753	0.212553965683234	0.838918143593113	0.797048210545867	0.014300050920862	0.794576459612823
Amonafide (NSC308847)	T2	0.044324347923169	0.543251228887971	0.157903149403442	0.159238645305323	0.00816020507703205	0.278325881272428	0.0416257758787889
Fludarabine (NSC312887)	Ds,AM	0.593494643855772	0.351781607692392	0.372520087051852	0.716411959729044	0.681612306527896	0.484577554925741	0.579199028128178
Hydroxyurea (NSC32065)	AM,Dr	0.419549126018466	0.124933681288241	0.167647729731919	0.417186463073267	0.521369600570404	0.128796317972336	0.498271171578796
Batracylin (NSC320846)	T2,T1	0.0423603831381921	0.456727542824238	0.0173540191747372	0.00849573732522858	0.0398370229328106	0.0117768986613729	0.0770564982018647
Buthionine sulphoximine (NSC326231)	AM	0.0694745568017935	0.538009607407015	0.809252976636465	0.0672957648386735	0.155959945666649	0.647593276001276	0.205115167155518
Curcumin (NSC32982)	Apo	0.0515520529616089	0.352382495878606	0.30989276934648	0.0679984507263954	0.114261891211184	0.292530845535637	0.167909462172122
Tanespimycin (NSC330507)	HSP90	0.174697937078805	0.376722113157888	0.243208618329681	0.226619776961739	0.51940830323453	0.258446712762208	0.518730405173492
Uracil mustard (NSC34462)	A7,AlkAg	0.86005618547866	0.479090683646798	0.096554103602795	0.855933118600594	0.822382585985403	0.0384109466593784	0.820849169432778
8-Chloro-adenosine (NSC354258)	AM	0.13583045630992	0.62393285721784	0.0806068392324204	0.157614108140335	0.098060494101869	0.12462147792913	0.244219772415592
Hypothemycin (NSC354462)	YK	0.478939909109709	0.589623634678281	0.49351015942189	0.389490081867387	0.41545748275389	0.524618098590853	0.351376744279311
Chelerythrine (NSC36405)	STK,PK:PRKCA	0.603572106443771	0.17435025141116	0.180653981323841	0.570092626596933	0.616868131391095	0.0427768753257959	0.538301240805856
Fostamatinib (NSC365798)	Ds,Rs,YK,PK:SYK	0.11683323707949	0.10748993423256	0.680469548269731	0.0877219790235599	0.0717877050973629	0.594964464791772	0.0139228892673067
Pyrazoloacridine (NSC366140)	Db	0.457626793240031	0.0364850621671389	0.490241078374694	0.376837755462879	0.636263169401355	0.356567388174063	0.644192563060598
Imiquimod (NSC369100)	AM	0.779919581193597	0.508393839776549	0.878371973462269	0.770610834132858	0.839941552355551	0.882976005251165	0.914854020502294
Fenretinide (NSC374551)	Ds	0.169273953307497	0.245516754346944	0.241334305020314	0.344390456901793	0.129838421437827	0.309983711131273	0.127734820733562
Dolastatin 10 (NSC376128)	Tu	0.0804094512953366	0.759902990166016	0.0900151987770184	0.0444039480307576	0.183482928392458	0.101011873327222	0.092856111240683
Apaziquone (NSC382456)	A7	0.0380816707606267	0.116119361578329	0.263174725494323	0.114999641858664	0.0293540270296968	0.0313137235754296	0.0515605162458001
Itraconazole (NSC383507)	AM	0.0348353573674175	0.672232956871354	0.442460001598117	0.0757212783565261	0.0988459360956327	0.580147004908901	0.0796014446607815
Carmustine (NSC409962)	A7,AlkAg	0.328364826094355	0.33827602410438	0.515559284526071	0.257890222358325	0.340813810403534	0.512245950904331	0.272822767722791
Dacarbazine (NSC45388)	A7,AlkAg,Ho	0.476041541365359	0.756312639304658	0.0834728328782332	0.45062541534842	0.30903403308144	0.0694581330149083	0.304064153938455
Vinblastine (NSC49842)	Tu	0.219967391311641	0.102569402889797	0.124318368263202	0.0425406938825359	0.0444343540787438	0.159648812485705	0.00635377117040841
Mithramycin (NSC526598)	Rs	0.181599179628473	0.291555850907297	0.442158921075018	0.419552023931569	0.144475327963793	0.485123605128917	0.324769485437167
Acetalax (NSC59687)	NonCan:Cath	0.225910072913908	0.154990980683062	0.283954510615015	0.0601978252276791	0.136933873638211	0.144450436940387	0.271233138141877
Rapamycin (NSC606698)	STK,PK:MTOR	0.610415510840101	0.313237498940527	0.0176643296863907	0.522820311330213	0.501336976369654	0.161717046561252	0.701634427803137
Clofarabine (NSC606869)	Ds	0.0329609984168735	0.522573155696482	0.473679117743558	0.00129878116941081	0.0502401376417563	0.553996773149706	0.0782521170535951
Vinorelbine (NSC608210)	Tu	0.0834386890311711	0.643999113683246	0.258495065575784	0.0878519452754132	0.0506214947035973	0.669013983655124	0.196577025090975
Topotecan (NSC609699)	T1	0.747910245088836	0.457605673231302	0.182877647490788	0.751471449720927	0.721569281123661	0.502242317908139	0.73151248311091
Gemcitabine (NSC613327)	Ds	0.437408942831031	0.70732820894188	0.00710308481703319	0.442981539368615	0.554122253884197	0.0756761331708288	0.505913642553993
Acetalax (NSC614826)	NonCan:Cath	0.532855510059272	0.139977899330929	0.414888405945068	0.501451628712845	0.417950639628824	0.173288886649719	0.517713401206937
Irinotecan (NSC616348)	T1	0.548393496145423	0.09770706697212	0.496145861846334	0.589059238108353	0.575145475687881	0.384270180204239	0.575082902388421
Staurosporine (NSC618487)	PK:PRKCA	0.49025715318067	0.321285325215184	0.344119124258473	0.364681556187938	0.423982388620419	0.322990950797796	0.354361379543953
3-Bromopyruvate (acid) (NSC62343)	Mito,HK2	0.296525503224166	0.768697626569341	0.146504558985621	0.283649802401035	0.153521829869023	0.125023588399215	0.168362348207193
Pyrazoloacridine (NSC627168)	Db	0.0204849112853059	0.430380551152776	0.534016053840342	0.0703094553179505	0.548051183526606	0.457060391938411	0.379363045331606
Docetaxel (NSC628503)	Tu	0.0821822425128979	0.74229022064155	0.0344709459107779	0.102146829782375	0.350366942784621	0.0328710858973567	0.371652077421168
Lapachone (NSC629749)	NA	0.0701431871741572	0.523223480996785	0.297453499347941	0.0964956912857259	0.0939262839936408	0.275884936169245	0.144087633603076
Depsipeptide (NSC630176)	HDAC	0.480204093166878	0.195977962008287	NA	0.412166130042211	0.43606359120891	0.499588898217762	0.438704339264113
Simvastatin (NSC633782)	AM	0.216542217155182	0.424032049749959	0.363470287488574	0.0867864221909623	0.357309265793937	0.105751399275033	0.0389797693511
O-6-Benzylguanine (NSC637037)	DDR	0.510349082070863	0.367891921255133	0.20696892828736	0.441910448846173	0.10672398308186	0.0493851383182347	0.0994082641464271
7-Hydroxystaurosporine (NSC638646)	STK	0.892664213215969	0.162883434447494	0.630214063215197	0.870527184717249	0.825173625398688	0.685205640468052	0.833974057703844
Cytarabine (NSC63878)	Ds	0.477725711222596	0.774102475756292	0.0463957028306773	0.450921208732266	0.545626717703219	0.395635999246564	0.51699717435177
7-Hydroxystaurosporine (NSC638850)	STK	0.0897995518297824	0.475604326389029	0.0869121031137939	0.0431502867235287	0.127579141784337	0.00512588228526679	0.0976182223744193
Raltitrexed (NSC639186)	Ds	0.0617069465279363	0.0128644551338665	0.388587224737005	0.131738846747362	0.118876272961372	0.313612386294877	0.127874742309274
Thiotepa (NSC6396)	A7	0.776757919229856	0.527566958633742	0.162066641838322	0.750677417806549	0.74631436239781	0.106315885125503	0.728114842145167
Cordycepin (NSC63984)	Ds	0.195133081918771	0.250909960947469	0.459543725543932	0.241013660010988	0.289194116120382	0.56794676227312	0.309935534347322
Perifosine (NSC639966)	STK,PK:AKT	0.435518109263839	0.101633554548387	0.359601933129918	0.347096025025397	0.487604422551337	0.309575647756685	0.422181945946761
Alvocidib (NSC649890)	STK,PK:CDK	0.087389107535669	0.401313643526266	0.522843577662879	0.0179099890357195	0.0686095588140862	0.464085032758421	0.0576840181574967
Midostaurin (NSC656576)	STK,PK:PRKCA	0.30980645590198	0.112887932972404	0.107276705619766	0.287282332652882	0.276852473072348	0.140398332664916	0.210688903458737
XK-469 (NSC656889)	T2	0.407253985705029	0.581178494889811	0.431787131283937	0.402632348893644	0.0362805877547943	0.489502707931414	0.00508754677968545
Triapine (NSC663249)	CC	0.343432712536394	0.576108004621033	0.0923876791250988	0.31009260280844	0.164483972626518	0.0630292655110437	0.157402940685866
kahalide f (NSC668814)	NA	0.205308741942777	0.190023276017207	0.0579681582083339	0.286536521282877	0.0179441577987904	0.105978926889405	0.0977744446829657
7-Ethyl-10-hydroxycamptothecin (NSC673596)	T1	0.599927695866626	0.301660792917006	0.402381089053674	0.618586004940817	0.601967308594725	0.375851667522917	0.657410754433812
okadaic acid (NSC677083)	Pase	0.102062639702212	0.34589701211053	0.307932908300715	0.00451968313230344	0.0705763583844448	0.0700794553222103	0.143034951546164
PD-98059 (NSC679828)	STK,PK:MAP2K	0.133808992334723	0.405254233780436	0.0332405892852952	0.225156012863023	0.131184566667137	0.0609295861867448	0.121603337035816
Bortezomib (NSC681239)	PSM	0.147187222553408	0.516602380328879	0.0882424957114781	0.163322615375107	0.0540599322259801	0.09292207591712	0.0715596052017852
Irofulven (NSC683863)	AlkAg,Apo	0.525016237976675	0.439706667632665	0.143963615177888	0.569960882584363	0.530755828064376	0.16644552495664	0.594855062652084
Temsirolimus (NSC683864)	STK,PK:MTOR	0.483256620642612	0.50079953187008	0.0808884177275289	0.542023760041319	0.067898208435118	0.220754177152911	0.193254955403544
Aminoflavone (NSC686288)	Db	0.184192273385937	0.85303374074826	0.0130658759346176	0.243821497348885	0.00635452117943191	0.0366501579499514	0.014217539515396
BN-2629 (NSC694501)	Db	0.0892825641240584	0.626504098664628	0.00578202566292597	0.0185556097308395	0.0417316505839176	0.0607403457189282	0.130143830884894
LY-294002 (NSC697286)	PK:PIK3	0.182500995485381	0.117931956849421	0.143233877853935	0.204550170478854	0.550268935443904	0.16965248672985	0.527793134744675
RH1 (NSC697726)	ROS1	0.0149240049929999	0.769075948145819	0.357226915681477	0.0176729010805429	0.334428950097295	0.253799615833022	0.323517908697362
XK-469 (NSC697887)	T2	0.203231814871731	0.473706033450379	0.150542739895938	0.166666994895422	0.299493733491277	0.261872816065437	0.290541496293252
5-fluoro deoxy uridine 10mer (NSC697912)	NA	0.438835636717821	0.448127162192919	0.282599568133838	0.308690740485176	0.268483436035714	0.311455012168532	0.212235451446993
Denileukin Diftitox Ontak (NSC697979)	IL	0.163828583952689	0.313765331104749	0.117189188100247	0.0870038196911206	0.248445579754592	0.0201984941069853	0.0861923409439955
Pemetrexed (NSC698037)	Df,AM	0.394592332929957	0.260079080543287	0.634941650023792	0.391784141417458	0.478757202789388	0.900538246705857	0.388127907520334
Seliciclib (NSC701554)	STK,PK:CDK	0.290863019835329	0.771603378013111	0.820885115015649	0.306482375698449	0.335849158574067	0.939831356926248	0.328973325961799
Vorinostat (NSC701852)	HDAC	0.180015336710734	0.399221005997953	0.3759336410298	0.18590377918131	0.456108655798305	0.27804641938245	0.484958831249209
Estramustine (NSC702294)	Tu,A7,AlkAg	0.186088674852574	0.673354512818622	0.380881542251356	0.260135776110797	0.166385197588172	0.410736453850245	0.185835827260208
Arsenic trioxide (NSC706363)	Apo	0.074343867317158	0.142097499305011	0.270550587516873	0.105635297885072	0.0143734258497747	0.228046253687446	0.0986085164944417
Entinostat (NSC706995)	HDAC	0.764805262588149	0.236174235551314	0.161439690885406	0.770163368523077	0.71923381945456	0.135792692388613	0.742947001584014
Eribulin mesilate (NSC707389)	Tu	0.00900387461456873	0.380068992680786	0.385147010887723	0.00978133813356915	0.0619407244587056	0.415061615448462	0.00717190141541542
Alvespimycin (NSC707545)	HSP90	0.301564057798983	0.52189416222242	0.247427444936095	0.259203524778084	0.280713629242726	0.417212839599661	0.278323110058458
7-Tert-butyldimethylsilyl-10-hydroxycamptothecin (NSC708298)	T1	0.592220239654623	0.802383123524024	0.0344149745985482	0.613314038835755	0.444335948509641	0.143379009911159	0.523763181161151
PX-316 (NSC710297)	STK	0.533957071614348	0.734979673903019	0.0616404729424098	0.441876734736045	0.30483152069309	0.370036595231684	0.565028265896803
AFP464 (NSC710464)	Db	0.468464876910031	0.844435442376186	0.365477977663337	0.495964866565704	0.48006087491561	0.487128037597082	0.432731364101483
Megestrol acetate (NSC71423)	Ho	0.154318405339638	0.661140513744254	0.0637478894017262	0.12409347496072	0.201373488984454	0.0830631435971783	0.203114064044483
Imexon (NSC714597)	Apo	0.609171047143023	0.295941953215179	0.477838122586994	0.565618832305656	0.657884103932655	0.544192477072539	0.637068422438425
Gefitinib (NSC715055)	YK,PK:EGFR	0.171721985320963	0.103622226704257	0.290562668637962	0.0238959384183526	0.0899811066019275	0.36992571220023	0.224092868389748
Erlotinib (NSC718781)	YK,PK:EGFR	0.248060931505519	0.633405634557699	0.304390761709844	0.29783236394884	0.371412174387062	0.303727658794327	0.349776315668005
E-7820 (NSC719239)	Ang,ITG	0.327418899550024	0.741987712690772	0.305771251222226	0.376978955885763	0.329091161192836	0.501419530606822	0.382336200822675
Fulvestrant (NSC719276)	Ho	0.224545096099599	0.402336179939248	0.0569075557978835	0.0940468156731219	0.0237241901544287	0.0434472052285807	0.0431197432701322
Celecoxib (NSC719627)	AM	0.189539237499582	0.0804259156049921	0.346735089654759	0.0283608992437045	0.361143395500305	0.0129670774039029	0.0141458776362087
Zoledronate (NSC721517)	AM,NonCan:Bone	0.0271055944465949	0.368184606346181	0.290145327499968	0.161505990670658	0.24885442881577	0.215177457154507	0.235794866775125
LMP-400 (NSC724998)	T1	0.44480312397003	0.618914415370435	0.108180011990643	0.461538313832537	0.447585917879988	0.206274992328269	0.442486296031098
LMP776 (NSC725776)	T1	0.365630950611546	0.230899004281203	0.469260152471027	0.36321612452667	0.394513311990832	0.456635744999089	0.304948074858493
Belinostat (NSC726630)	HDAC	0.330579953629516	0.701395448550812	0.301539245269493	0.30336896895628	0.275412363916055	0.230456455488195	0.36227354140208
Lapatinib (NSC727989)	"YK,PK:EGFR,ERBB2"	0.0894861395734124	0.157762655258833	0.291551309278467	0.0622607029556929	0.0259902377472862	0.136208332939097	0.049471398545093
Irinotecan (NSC728073)	T1	0.555075458535109	0.597767748090656	0.688908452997249	0.553435414927976	0.519262874716058	0.7278725759174	0.482615325411763
Lificguat (NSC728165)	HYP,HIF1	0.721805820081356	0.0687129682025725	0.633916082945221	0.57929652711164	0.637200790463216	0.323197896829711	0.47811682682615
SR16157 (NSC732011)	Ho	0.237303045133672	0.148691194125036	0.0203808524770649	0.112725410108786	0.231308618959521	0.163732331696023	0.156437396242436
Dasatinib (NSC732517)	YK,BCR-ABL,PDGFR,PK:KIT	0.327438152395515	0.745440889491129	0.464309519354792	0.425870295938936	0.37455202293473	0.462742735881253	0.385862237528788
Everolimus (NSC733504)	STK,PK:MTOR	0.227654825364865	0.30094075096726	0.201195580287929	0.0914721705014752	0.155663757439223	0.149571193283465	0.184621676842462
Dimethylaminoparthenolide (NSC734325)	NFkB	0.21093797385411	0.0746107741325255	0.00117161641148059	0.105769481654832	0.263380451699959	0.000249776886353435	0.214101731771037
Pazopanib (NSC737754)	YK,PK:VEGFR	0.425853553398055	0.537106395876716	0.263923131039062	0.385713008954365	0.496309440523301	0.219620825546816	0.454857303868852
Methotrexate (NSC740)	Df	0.21464567171631	0.879743183815046	0.641453775457206	0.283784613615685	0.410857591152495	0.610111772385242	0.420554546904507
Selumetinib (NSC741078)	STK,YK,PK:MAP2K	0.524964245157701	0.382465446649748	0.283831731185944	0.420474687537824	0.244800281501396	0.25895757678503	0.177772974606987
Imatinib (NSC743414)	YK,BCR-ABL	0.651133593803675	0.0775669344093432	0.0921240944217271	0.336627000130135	0.408849942891427	NA	0.175045741413728
Obatoclax (NSC744912)	Apo,BCL2	0.281364717993807	0.318940724548684	0.194541839794486	0.338326366285514	0.192517318790241	0.0417573679452543	0.178575069980396
Lapatinib (NSC745750)	"YK,PK:EGFR,ERBB2"	0.105470881515034	0.458600906295992	0.581913483354754	0.0138861240873944	0.0541020950613251	0.334886938783626	0.148725338708834
Nelfinavir (NSC747167)	PSM	0.437924041044937	0.67488900132658	0.567791904560917	0.706445160664196	0.83566456158942	0.551688986228351	0.900535135676912
Nilotinib (NSC747599)	YK,BCR-ABL	0.150601637492474	0.225430494274016	0.0186803995285881	0.153414442637051	0.0774109470760393	0.0578380359402605	0.0425771079122011
Olaparib (NSC747856)	PARP	0.39428523210853	0.629980887708452	0.0998947297332867	0.380158793694137	0.342246439377032	0.315264389973608	0.432680457006992
Ixabepilone (NSC747973)	Tu	0.258138644362768	0.388339583821879	0.289439674622764	0.27846050346985	0.167073553994387	0.442518096890323	0.391114235438933
Raloxifene (NSC747974)	Ho	0.0762929174612988	0.430783101396578	0.0924541932903343	0.311880603984565	0.0578676222656498	0.0240980496479262	0.139260947024108
Abiraterone (NSC749226)	Ho	0.260022427457426	0.508246980835114	0.40505984325137	0.151875943571156	0.0528027436393821	0.295034787843267	0.0664764733719065
Abiraterone (NSC749227)	Ho	0.313755317086935	0.311840296242492	0.427377614196416	0.589908783293555	0.355052583129997	0.428478034929896	0.516702796488375
AT-13387 (NSC749712)	HSP90	0.232057345996345	0.773212386417695	0.103545662398344	0.228636090482348	0.352536663816165	0.074134019442086	0.398331913735655
Sunitinib (NSC750690)	"YK,PDGFR,PK:KIT,VEGFR"	0.0684745626966609	0.489453460535681	0.393642195685187	0.144930222568052	0.229117015473087	0.00109579921892472	0.0303717306808013
Afatinib (NSC750691)	YK,PK:EGFR	0.274073113456018	0.667132678528323	0.371124240180481	0.187374474282907	0.117393589339831	0.436897419721894	0.0975694062405062
Salinomycin (NSC751548)	Ab,CD133	0.535969878529159	0.311702786307358	0.480211136386772	0.538495401600278	0.627951292764662	0.378745564532619	0.628909146739324
6-Thioguanine (NSC752)	Ds	0.00602773614037129	0.0729334496352458	0.1742917994389	0.0563538670072926	0.134321550666569	0.0897423490061859	0.0960271289823682
Pazopanib (NSC752782)	YK,PK:VEGFR	0.141619455413044	0.129550791921899	0.112453303082891	0.189422064849636	0.0947195373849494	0.169232873973907	0.215450520123291
Olaparib (NSC753686)	PARP	0.358664508107313	0.192623260231184	0.176423318477152	0.467851829722824	0.451584191404231	0.12038697144366	0.419174723082429
Itraconazole (NSC754771)	AM	0.00527216586271231	0.428448070191515	0.252164761703671	0.0307697439950525	0.0531720997071583	0.296484738429844	0.0552127441852903
6-Mercaptopurine (NSC755)	Ds	0.335939792643159	0.712027812004603	0.0736439673292233	0.496551041384806	0.262797825671341	0.0384729607005238	0.318514676551563
XL-147 (NSC755806)	PK:PIK3	0.198389550685185	0.465842690360796	0.115837875435708	0.234176864568585	0.00684188589862844	0.240856048950421	0.198320514614096
Vismodegib (NSC755809)	YK,SMO	0.741722178486916	0.396836263921623	0.13568077878461	0.725617130905737	0.177779746594596	0.0452934340600058	0.155058430821241
Mitomycin (NSC755880)	A2	0.333126793807986	0.121819945663004	0.343151074599013	0.323857447998182	0.579521559793263	0.319601065756205	0.531468982040751
Crizotinib (NSC756645)	YK,PK:MET	0.388483635449486	0.0850259126264485	0.176808149494522	0.266381850366599	0.307082937586131	0.203467411120147	0.184845462063255
IWR-1 (NSC756646)	Wnt	0.446729672800894	0.011552249658445	0.200982210795682	0.381329472562072	0.442056535640423	0.168239273587385	0.320623623490476
Daunorubicin (NSC756717)	T2	0.196690222392064	0.12908665189256	0.120933614921978	0.280922390184731	0.244034786247957	0.105008841771512	0.449697844691463
Digoxin (NSC756738)	NonCan:CardG	0.00322328848735228	0.256878938578995	0.569279202702761	0.0143687651424813	0.521186062138131	0.597103451288565	0.45347358151285
Ethinyl estradiol (NSC757027)	Ho	0.394702730736363	0.451280241932252	0.388179537308369	0.340506172077806	0.262664136118278	0.647154268477436	0.263788695104148
Fluorouracil (NSC757036)	Ds,Rs	0.159265567441389	0.444283225646448	0.630592371484837	0.133808174730878	0.296447052370705	0.595160062549063	0.249272929701623
Nitrogen mustard (NSC757087)	A7,AlkAg	0.465859377473724	0.61531286869432	0.375325807629897	0.442662007009614	0.547966779951878	0.388029515066673	0.56005307760713
Melphalan (NSC757098)	A7,AlkAg	0.462372078806013	0.874317134863975	0.00299348745271091	0.517854274806162	0.454054904571375	0.0433677355704757	0.461458251541897
